Group	Gene_name
group_430	MTCL1
group_430	SOGA1
group_431	PI4KA
group_432	EPC2
group_432	EPC1
group_43	FBX38
group_440	SBNO1
group_440	SBNO2
group_441	TSC2
group_442	DEN6A
group_442	DEN6B
group_443	SORL
group_444	TF3C1
group_445	MYOME
group_446	WDFY3
group_447	TBC15
group_447	TBC17
group_448	RBL2
group_448	AKTIP
group_449	AT7L3
group_44	GBA2
group_44	CREB3
group_450	FGFR3
group_450	FGFR1
group_450	FGFR2
group_451	ARP21
group_451	R3HD1
group_452	COR1C
group_452	COR1A
group_452	CORO6
group_452	COR1B
group_453	STXB5
group_453	STB5L
group_454	PAPOA
group_454	PAPOG
group_4553	MET16
group_4554	AAKG1
group_4555	YTHD3
group_4556	LORF2
group_4557	TOM40
group_4558	KAP1
group_4558	KAP0
group_4559	SVOP
group_455	SYMPK
group_455	RASH
group_4560	KHDR3
group_4561	LDHB
group_4561	LDHA
group_4562	CLH1
group_4563	SMC3
group_4564	B2CL1
group_4565	DNJB4
group_4566	NUDC1
group_4567	DIK1B
group_4568	FEM1C
group_4568	FM1AA
group_4569	TERF2
group_456	KCNT1
group_456	KCNT2
group_4570	PTPRJ
group_4571	PTCD2
group_4571	AT2C1
group_4572	U2AF1
group_4573	TPD53
group_4574	TBA4A
group_4574	TBA1A
group_4574	TBA1B
group_4575	NOG2
group_4576	CARME
group_4577	SRSF5
group_4578	RL7
group_4579	RN216
group_457	OSBP2
group_457	OSBP1
group_4580	SMAD4
group_4581	SUV91
group_4582	SDS3
group_4583	SCG1
group_4584	REPS1
group_4585	ASAH1
group_4586	UBXN4
group_4587	TTLL1
group_4588	RRAGC
group_4588	RRAGD
group_4589	RUSD1
group_458	RLF
group_458	ZN292
group_4590	RPAB1
group_4591	AMGO1
group_4592	MARH2
group_4593	ASIC1
group_4593	ASIC2
group_4594	BRCC3
group_4595	CE022
group_4596	FBXL3
group_4597	SNX11
group_4598	EMC1
group_459	MICA2
group_459	MICA3
group_45	KI21A
group_45	KI21B
group_4600	NAF1
group_4601	FWCH1
group_4602	WDR44
group_4603	TM145
group_4604	PLAP
group_4605	MA1B1
group_4606	ST2B1
group_4607	PDPK1
group_4608	DJC11
group_4609	PARG
group_4610	NICN1
group_4611	RBFA
group_4611	ZN704
group_4612	CAB39
group_4612	CB39L
group_4613	CREL1
group_4614	TPC12
group_4615	SP16H
group_4616	PAPS1
group_4617	MTAP2
group_4618	SERC
group_4619	DLGP3
group_4620	DLX1
group_4621	SOCS5
group_4622	PCY1B
group_4623	SCFD1
group_4624	ANXA6
group_4625	BNIP2
group_4626	FBXL4
group_4627	ELF2
group_4628	CAPON
group_4629	PI42B
group_4629	PI42A
group_4630	API5
group_4631	PPCEL
group_4632	SPPL3
group_4633	AR6P4
group_4634	DCAF5
group_4635	LRC49
group_4636	OPRX
group_4637	SF3A2
group_4639	WDR7
group_4640	ANX11
group_4641	NECA3
group_4642	EIF3D
group_4643	DCA11
group_4645	TMX3
group_4646	SF01
group_4647	ADNP
group_4648	GPC4
group_4649	DNM1L
group_4650	CTSL2
group_4651	S36A4
group_4652	SYFM
group_4653	TDIF2
group_4654	B4GA1
group_4655	NUP93
group_4656	ANLN
group_4657	UBP31
group_4658	INT4
group_4659	RBM34
group_4661	LIPL
group_4663	TASP1
group_4665	ATE1
group_4666	C2C2L
group_4667	ORC4
group_4668	CTCF
group_4671	TS101
group_4672	UBP29
group_4673	OPA1
group_4674	GMCL1
group_4675	PI3R4
group_4676	EVL
group_4677	NGEF
group_4678	ENC1
group_4679	EXTL2
group_467	HERC1
group_4680	SEM4F
group_4681	T2EA
group_4682	ASCC1
group_4683	AEBP2
group_4684	UBAC1
group_4685	FIS1
group_4686	TPST1
group_4687	COPB
group_4688	SEN34
group_4689	FBXW5
group_468	SE6L2
group_468	SE6L1
group_468	SEZ6
group_4690	BCAR3
group_4690	SH2D3
group_4691	INAR1
group_4693	TMM19
group_4694	CREB1
group_4695	UBE3B
group_4696	MAG
group_4697	OSGI2
group_4698	SDHF3
group_4699	COG8
group_469	DDX25
group_469	DD19A
group_46	DMD
group_46	DRP2
group_46	UTRO
group_4701	CDC27
group_4702	TPRKB
group_4702	CMLO1
group_4703	FLNA
group_4704	GLE1
group_4705	FMC1
group_4706	NDUA9
group_4707	GCP60
group_4708	DBR1
group_4709	ZCH18
group_470	PICAL
group_470	AP180
group_4710	JIP4
group_4711	PNM8A
group_4712	GPDA
group_4712	GPD1L
group_4713	AAMP
group_4714	CISY
group_4715	RN139
group_4716	CINP
group_4717	CRIM1
group_4718	ASM
group_4719	OXA1L
group_471	TCPR1
group_4720	G3BP2
group_4721	ABD12
group_4722	PUR2
group_4723	BAHD1
group_4724	CC106
group_4725	MCLN1
group_4726	STIP1
group_4727	DHB8
group_4728	GNPTG
group_4729	PTN12
group_472	ZDHC8
group_472	ZDHC5
group_4730	LAP2B
group_4731	ZNT6
group_4732	CD2B2
group_4733	VEZA
group_4735	RNFT1
group_4736	GCST
group_4737	GGT7
group_4739	DIM1
group_473	MTA3
group_473	MTA2
group_4740	DBX2
group_4741	BAP18
group_4743	EIF3I
group_4744	DDX56
group_4745	KLHL8
group_4746	NT5C
group_4746	ARMC7
group_4748	DJB12
group_474	SYMC
group_474	DDIT3
group_4750	RNZ2
group_4751	MCE1
group_4752	TASOR
group_4754	GET4
group_4755	H33
group_4757	GAS7
group_4758	ARMX3
group_4759	CRBN
group_4759	TRNT1
group_475	KCC2B
group_475	KCC2D
group_475	KCC2A
group_4760	CERS5
group_4761	CNOT7
group_4762	KLD10
group_4763	AMD
group_4764	RABEK
group_4765	TRI37
group_4766	TDG
group_4767	PRR3
group_4768	GALK2
group_4769	BPNT1
group_476	SEM4D
group_4770	PLPR4
group_4771	PAPD1
group_4772	DDX47
group_4772	RRP3
group_4773	RAGP1
group_4774	SRSF4
group_4775	CPSF3
group_4776	PRRT2
group_4777	RNF6
group_4778	SPIR1
group_4779	BCAS1
group_477	WDR17
group_4780	SYK
group_4781	AFG1L
group_4782	MLH3
group_4783	KAP2
group_4783	KAP3
group_4784	BIRC2
group_4785	UNC50
group_4786	ENTP6
group_4787	RN220
group_4788	RASN
group_4789	IDD
group_478	GP155
group_4790	NOP2
group_4791	CK054
group_4792	MAP7
group_4794	SIA7D
group_4795	DNPEP
group_4796	ACAD8
group_4798	PRS7
group_4799	ENV
group_479	MPDZ
group_47	AT133
group_47	AT132
group_4800	RPB3
group_4801	LSG1
group_4802	LS14A
group_4803	PIHD1
group_4805	UCP4
group_4806	LST8
group_4807	GRHL1
group_480	TMUB2
group_481	MYO5A
group_481	MYO5B
group_482	SNRK
group_483	TSR1
group_484	CDC23
group_485	CDC16
group_486	DJC13
group_487	CREB3
group_488	GRP1
group_489	PDE1A
group_489	PDE1B
group_48	CPNE4
group_48	CPNE5
group_48	CPNE9
group_48	CPNE6
group_48	CPNE3
group_48	CPNE8
group_48	CPNE2
group_48	CPNE1
group_490	UBIP1
group_490	TFCP2
group_4	PCDGM
group_4	PCDGK
group_4	PCDC2
group_4	PCDGD
group_4	PCDGG
group_4	PCDA9
group_4	PCDA7
group_4	PCDB4
group_4	PCDBE
group_4	PCDBD
group_4	PCDG7
group_4	PCDGJ
group_4	PCDG4
group_4	PCDG5
group_4	PCDGF
group_4	PCDAD
group_4	PCDGI
group_4	PCDBG
group_4	PCDGL
group_4	PCDGB
group_4	PCDG1
group_501	UBAP2
group_502	TUT7
group_502	TUT4
group_503	DAAM1
group_503	DAAM2
group_504	PDE8B
group_505	KDM4C
group_505	KDM4A
group_505	KDM4B
group_506	ACAP3
group_506	ACAP2
group_507	TOP3B
group_508	CSKI1
group_509	RBP2
group_50	NRX3A
group_50	NRX1A
group_50	NRX2B
group_50	NRX2A
group_50	NRX1B
group_510	GLSK
group_510	GLSL
group_511	KRI1
group_511	ATG4D
group_512	AXIN1
group_512	AXIN2
group_513	SC23A
group_513	SC23B
group_5141	BRAP
group_5142	PP6R2
group_5143	SPE39
group_5144	CACO1
group_5145	CLCC1
group_5145	GPSM2
group_5146	HMDH
group_5147	PLCL1
group_5147	PLCL2
group_5148	RGL1
group_514	COG1
group_5150	CMIP
group_5151	HSDL2
group_5152	CP7B1
group_5153	IPYR
group_5154	ADAS
group_5155	NCOA4
group_5156	AMPL
group_5157	LARG1
group_5158	NDUS3
group_5159	SCN3B
group_515	CTL2
group_515	CTL5
group_5160	B3GT1
group_5161	GDAP2
group_5162	CSRN3
group_5163	COG3
group_5164	NDK7
group_5165	RALY
group_5166	HTSF1
group_5167	CSR2B
group_5168	ORC5
group_5169	SFPQ
group_516	ACOT1
group_516	ACOT5
group_5170	APMAP
group_5171	AGGF1
group_5172	DEMA
group_5173	VPS41
group_5174	TRI23
group_5175	KCNB1
group_5175	KCNB2
group_5176	TBCD5
group_5177	SRP72
group_5178	P33MX
group_517	MMS19
group_517	ZDH16
group_5180	NOM1
group_5182	TUT7
group_5183	SCG2
group_5185	RSPRY
group_5186	SMHD1
group_5187	OTUL
group_5188	S2546
group_5189	MEA1
group_518	UHRF2
group_5190	MRTFB
group_5191	KIZ
group_5192	SNR48
group_5193	CRCDL
group_5194	ZN655
group_5195	MBOA7
group_5196	ERG1
group_5197	PARPT
group_5198	SE1L3
group_5199	FKTN
group_519	STX4
group_519	STX1B
group_5200	UNC80
group_5201	TBCC1
group_5202	EI2BB
group_5203	ING3
group_5204	KBTB4
group_5206	FOG2
group_5207	ESF1
group_5207	PSMG1
group_5208	PRAG1
group_5209	PUR1
group_5210	BCD1
group_5211	BRNP1
group_5211	MK14
group_5212	ARMX2
group_5213	NRX3B
group_5214	ARF1
group_5214	ARF3
group_5216	SE1L1
group_5217	HP1B3
group_5218	ANXA7
group_5219	PRPS2
group_5219	PRPS1
group_5220	POL
group_5221	TRAM1
group_5222	WDR13
group_5223	AQP4
group_5224	ANM3
group_5225	VPS50
group_5226	SNPH
group_5227	SNPH
group_5228	PRS8
group_5228	PRS8A
group_5229	ZC3HF
group_5230	HMCS1
group_5231	TTC8
group_5232	KANL2
group_5233	GPC5
group_5234	PSD1
group_5235	CERK1
group_5236	DHX9
group_5237	CPSF7
group_5238	BEND5
group_5239	CADM1
group_5240	ADAM9
group_5241	BIN1
group_5242	EPN4
group_5243	BCKD
group_5244	EXD2
group_5245	EFTS
group_5246	NUP54
group_5247	ROA1
group_5248	ABCD3
group_5249	PSB5
group_5250	ATAT
group_5251	CRBL2
group_5252	PIGT
group_5253	PDD2L
group_5254	ESF1
group_5254	SMYD5
group_5255	CPSF6
group_5256	SNRPA
group_5257	GINM1
group_5259	EEA1
group_5260	PLPL8
group_5261	STX18
group_5262	MD2L2
group_5263	44450
group_5264	TSN15
group_5265	RM55
group_5266	SYPH
group_5266	SYNPR
group_5267	RBM43
group_5268	FPGT
group_5269	TM209
group_5270	TOPRS
group_5272	STK11
group_5273	NOL10
group_5274	PIGG
group_5275	SHSA5
group_5276	RBBP5
group_5277	ZN639
group_5278	RPC6
group_5279	CCD22
group_5280	MIC13
group_5281	TTYH1
group_5282	ABHD2
group_5283	NP1L1
group_5284	GOLM2
group_5285	BACE1
group_5286	MPV17
group_5287	XYLK
group_5288	AN13C
group_5289	VISL1
group_528	MYPT2
group_528	MYPT1
group_5290	COPD
group_5291	FKBP4
group_5292	TANK
group_5293	NCOA6
group_5294	B3GA1
group_5295	ERCC3
group_5296	LACTB
group_5297	SNP47
group_5298	AB17B
group_5299	NUP58
group_529	NMT1
group_529	NMT2
group_52	DLG4
group_52	DLG2
group_52	DLG1
group_52	DLG3
group_52	DLG1L
group_5300	UBP7
group_5301	BTBD1
group_5301	BTBD2
group_5302	ZDHC5
group_5303	CNR1
group_5304	RIC8A
group_5305	PSD12
group_5306	KIFC2
group_5308	GARS
group_5309	FAM3A
group_530	MA2B1
group_5310	T132A
group_5311	K0930
group_5312	RABX5
group_5313	MFR1L
group_5315	AGK
group_5316	CEP83
group_5317	INP5K
group_5318	GPHR
group_5319	HOIL1
group_531	ABR
group_531	BCR
group_5320	NPTX1
group_5321	SEC63
group_5322	EIF3K
group_5323	F110B
group_5324	PCBP2
group_5326	SLIRP
group_5327	ATF6B
group_5328	SLAI1
group_5329	SYNJ1
group_532	DOP1
group_532	DOP2
group_5330	CNEP1
group_5332	KAT7
group_5333	INT7
group_5334	RN149
group_5335	DIK1A
group_5337	SYT4
group_5338	LARP4
group_5339	FLOT2
group_533	SART3
group_5340	MPPD1
group_5340	MPPD2
group_5341	FKBP8
group_5342	LA
group_5343	THA
group_5345	44444
group_5346	PSIP1
group_5347	CSN5
group_5348	EXOC5
group_5349	NADAP
group_534	ECM29
group_5350	ALG6
group_5351	SRC8
group_5352	CF136
group_5353	CLVS1
group_5353	CLVS2
group_5354	ZNT5
group_5356	HMOX2
group_5357	UB2V2
group_535	UBP38
group_535	UBP35
group_5360	NPNT
group_5361	SETD6
group_5362	PFD2
group_5363	SUOX
group_5364	NLS1
group_5365	CD34
group_5366	IFT46
group_5368	EAA1
group_5368	EAA4
group_5369	CCD80
group_536	STRN4
group_536	STRN3
group_5370	ZBT47
group_5370	ZN652
group_5371	PP4P1
group_5372	RL34
group_5373	Z385B
group_5374	U119A
group_5375	NKAP1
group_5376	GPBL1
group_5377	PRC2C
group_537	ARHG4
group_537	ARHG9
group_537	SPT13
group_5380	G3P
group_5380	SBSN
group_5381	IL18
group_5382	RPA12
group_5383	SMC1A
group_5384	SYNE1
group_5385	APLP2
group_5386	DYRK3
group_5387	CRBN
group_5388	OCAD2
group_5389	POGK
group_538	SL9A1
group_538	SL9A4
group_5390	BCCIP
group_5391	ZNRF1
group_5392	PP1R7
group_5393	WIPI2
group_5394	PPP5
group_5395	MPP10
group_5396	STX18
group_5398	GATB
group_5399	MARE3
group_539	LPIN2
group_539	LPIN1
group_53	NAV3
group_53	NAV1
group_53	NAV2
group_5400	GDIR1
group_5401	IFM2
group_5401	IFM3
group_5402	WDR12
group_5403	CNOT8
group_5405	TIM16
group_5406	NUDC3
group_5407	SPT6H
group_5408	FBX11
group_5408	MSH6
group_5409	ELP5
group_540	CPT1A
group_540	CPT1C
group_5410	PPM1G
group_5411	DHRS1
group_5412	AHSA2
group_5414	RL31
group_5415	DUS6
group_5416	PISD
group_5416	PSD
group_5417	CLPX
group_5419	5NTC
group_541	SHIP1
group_541	SHIP2
group_5420	APTX
group_5421	E2F5
group_5422	CEP19
group_5423	DEN10
group_5424	LAGE3
group_5425	PHC1
group_5426	FZR1
group_5427	GPI8
group_5428	R3HC1
group_5429	LMAN1
group_542	CTR9
group_5430	GSTM7
group_5431	WDTC1
group_5432	AAK1
group_5434	CNDP2
group_543	TRRAP
group_545	UBP2L
group_546	PKCB1
group_547	ANR27
group_548	BRSK2
group_548	BRSK1
group_549	CMTA2
group_549	CMTA1
group_54	JIP3
group_54	JIP4
group_550	PARP6
group_550	PARP8
group_551	PSMD2
group_551	RPN1
group_552	CTTB2
group_553	BRD1
group_553	BRPF3
group_553	BRPF1
group_554	ABCB6
group_555	LRFN5
group_555	LRFN3
group_555	LRFN2
group_555	LRFN1
group_555	LRFN4
group_556	S27A4
group_556	S27A1
group_557	ELAV3
group_557	ELAV1
group_557	ELAV4
group_557	ELAV2
group_558	ENOX1
group_558	ENOX2
group_559	UBP5
group_559	UBP13
group_560	REV3L
group_561	R3HD2
group_56	PR40A
group_56	PR40B
group_575	XPO2
group_576	MAGI2
group_576	MAGI3
group_576	MAGI1
group_577	MIRO1
group_577	MIRO2
group_578	BIG1
group_578	BIG2
group_579	TRAK1
group_579	TRAK2
group_57	HERC3
group_57	HERC6
group_57	HERC4
group_580	UNC79
group_581	SEM3C
group_581	SEM3E
group_582	ZER1
group_583	PHTF1
group_583	PHTF2
group_584	NAC2
group_584	NAC1
group_584	NAC3
group_585	RFOX1
group_585	RFOX2
group_586	MYCB2
group_587	NFIB
group_587	NFIX
group_588	AT7L3
group_589	DDX3X
group_589	DDX3Y
group_58	NGAP
group_58	DAB2P
group_58	SYGP1
group_5906	TFB2M
group_5908	NDRG3
group_5909	WAC
group_590	EZH1
group_590	EZH2
group_5910	KLH23
group_5911	SFR1
group_5912	RTN2
group_5913	DNJA3
group_5914	DHYS
group_5915	IST1
group_5916	GPBP1
group_5917	FMN2
group_5918	MCES
group_5919	ERMP1
group_591	P4R3A
group_591	P4R3B
group_5920	TBL1X
group_5921	PSME1
group_5922	PPID
group_5924	ALG11
group_5925	WLS
group_5926	MCRS1
group_5927	SDHF2
group_5928	FAF2
group_5929	NRIP3
group_592	PDK3
group_592	PDK2
group_592	PDK1
group_5930	TCPA
group_5931	P2Y12
group_5933	PRUN2
group_5934	IP6K2
group_5935	DGLB
group_5936	SDHB
group_5937	SBDS
group_5938	EXOS7
group_5939	CD151
group_593	NRP1
group_593	NRP2
group_5941	UBL7
group_5942	MTCL1
group_5943	EPN1
group_5944	MFSD5
group_5945	TTC33
group_5946	JCAD
group_5947	TM147
group_5948	CBARP
group_5948	STK11
group_5949	DENR
group_594	AGAP2
group_594	AGAP3
group_594	AGAP1
group_5950	NPC1
group_5951	PSMD4
group_5952	HECD4
group_5953	HBA
group_5954	EMC2
group_5955	DNJB2
group_5956	GABPA
group_5957	FBX16
group_5958	LIN37
group_595	NTRK3
group_595	NTRK2
group_5960	PRR12
group_5961	SOCS7
group_5962	CCD91
group_5963	DGCR6
group_5964	EMC9
group_5965	TXND5
group_5966	SH3B4
group_5967	FAAA
group_5968	SF3B1
group_5969	T106C
group_596	Z3H7B
group_596	Z3H7A
group_5970	NDKB
group_5970	NDKA
group_5970	NDK
group_5971	SCRN1
group_5972	TCF20
group_5973	WRIP1
group_5974	SYUB
group_5976	TM38A
group_5977	RPGFL
group_5979	SIAT9
group_597	INP5E
group_5980	PTSS1
group_5981	JOS1
group_5982	S35F5
group_5983	CIA30
group_5984	MRM3
group_5985	TSNAX
group_5987	EVI2A
group_5988	AHI1
group_5989	CSN7A
group_598	HTR5B
group_598	HTR5A
group_5990	CIC
group_5991	CBX5
group_5992	CADM2
group_5993	PHIPL
group_5993	FA13C
group_5994	KRR1
group_5995	CA043
group_5996	KCC1D
group_5996	KCC1A
group_5997	TF3A
group_5998	ZNF24
group_5999	PDCD7
group_599	CARL2
group_599	ACD
group_59	ANPRB
group_5	EPHA7
group_5	EPHA4
group_5	EPHA5
group_5	EPHB6
group_5	EPHAA
group_5	EPHA3
group_5	EPHB1
group_5	EPHA6
group_6000	PRP4B
group_6001	FA81A
group_6002	APC4
group_6003	CPSF7
group_6004	ANR45
group_6005	INGR1
group_6006	PIP30
group_6008	S30BP
group_6009	IFT74
group_6010	SNX7
group_6011	TSAP1
group_6013	MAEA
group_6014	MBD3
group_6016	DUT
group_6017	TTC27
group_6019	SWET1
group_6020	RBNS5
group_6021	PCID2
group_6022	DCAF6
group_6023	CT027
group_6024	HERC2
group_6024	CUL7
group_6025	SYNC
group_6026	PTPM1
group_6027	T11L2
group_6028	TM223
group_6029	AF9
group_6031	TMM44
group_6032	TF3C4
group_6033	PKHA3
group_6034	F169A
group_6035	SYNEM
group_6036	SNX27
group_6037	GCC2
group_6038	ARRD3
group_6039	BRDT
group_6040	P2R3C
group_6041	AKT3
group_6042	CLUS
group_6043	BLMH
group_6044	DDX10
group_6045	RN145
group_6046	CDV3
group_6047	T22D2
group_6048	CPLX2
group_6049	TSYL1
group_6050	I2BPL
group_6051	RT17
group_6052	FIG4
group_6053	DEGS1
group_6054	S10AG
group_6055	WDR74
group_6056	MAP1B
group_6057	MACIR
group_6058	DPH7
group_6059	SATT
group_6061	PSPC1
group_6063	CAPZB
group_6064	ZN180
group_6065	GD1L1
group_6066	LICH
group_6067	SNTG1
group_6068	S35F4
group_6069	KLDC3
group_606	PFKAM
group_606	PFKAL
group_606	PFKAP
group_6071	PDIP3
group_6072	RAN
group_6073	F168A
group_6074	SYGP1
group_6075	FBX25
group_6076	LTMD1
group_6077	VDAC2
group_6078	ZN277
group_6079	EPT1
group_607	LRC8C
group_607	LRC8B
group_607	LRC8D
group_607	LRC8A
group_6080	PNKD
group_6081	STRAB
group_6082	FRMD6
group_6083	CCDC9
group_6084	PCCA
group_6085	RM30
group_6086	DJC16
group_6087	RM44
group_6089	BMPR2
group_608	LGI2
group_608	LGI1
group_608	LGI3
group_608	LGI4
group_6090	IVD
group_6091	MFRN2
group_6092	TM230
group_6093	WASC2
group_6094	FKBP3
group_6095	GABR1
group_6096	RT25
group_6097	RXLT1
group_6098	CTL1
group_6099	ATG4B
group_609	RUFY3
group_609	RUFY2
group_609	RUFY1
group_60	ODO1
group_60	OGDHL
group_60	DHTK1
group_6100	GTDC1
group_6101	NCKX2
group_6102	SPIN1
group_6103	ADT2
group_6103	ADT1
group_6104	LTOR3
group_6105	SYWC
group_6106	VATH
group_6107	PJA1
group_6108	PKNX2
group_6109	RENT2
group_610	KCNQ3
group_610	KCNQ5
group_610	KCNQ2
group_6110	GOG7B
group_6111	SOBP
group_6112	ACON
group_6113	ANR50
group_6114	EI3JA
group_6115	RM50
group_6116	CBPD
group_6117	TCPB
group_6118	SQSTM
group_6119	SIAT6
group_611	PACS1
group_611	PACS2
group_6120	PACR
group_6121	MKLN1
group_6122	DCAF6
group_6124	RIMB1
group_6125	DJC18
group_6126	PGLT1
group_6127	CCNK
group_6128	KCC4
group_612	AP2A2
group_612	AP2A1
group_6130	SAM50
group_6131	MYCT
group_6132	ZN358
group_6133	LFG3
group_6134	MAAI
group_6135	BHE41
group_6136	DGAT2
group_6137	AP1S2
group_6138	IL6RB
group_6139	GLRA2
group_613	EXOC7
group_6141	CTXN2
group_6144	RHG29
group_6145	GTPB1
group_6148	RO60
group_6149	VEGFB
group_614	ABCA3
group_6151	SPNDC
group_6152	SPTC1
group_6153	ZN436
group_6154	B4GT3
group_6155	RMI1
group_6156	MITOS
group_6157	RN170
group_6158	EMC10
group_6159	NELFD
group_615	UBR4
group_6161	PSA4
group_6162	BRM1L
group_6163	EAA3
group_6164	TIGD2
group_6164	JERKL
group_6165	DJB14
group_6166	SETD3
group_6167	NR1D2
group_6168	F204A
group_6169	MTG1
group_616	SH2B1
group_6170	MCCB
group_6171	NAA20
group_6172	SSBP
group_6174	AZIN1
group_6175	NCOA7
group_6176	MAP6
group_6177	PRS10
group_6178	ANXA3
group_6179	SIL1
group_617	MADD
group_6180	DPCD
group_6181	NOL4
group_6182	MAP4
group_6183	IDS
group_6184	MET23
group_6185	EIF3G
group_6186	UB2J2
group_6187	CLYBL
group_6188	FUT8
group_6189	RIR2B
group_6189	RIR2
group_618	SMCA5
group_618	SMCA1
group_6190	GDPD1
group_6191	UB12B
group_6192	SRS10
group_6193	DEN11
group_6194	NUCB2
group_6195	NPC2
group_6196	44443
group_6197	NDC1
group_6198	S27A1
group_6199	EDEM2
group_619	ACTN1
group_619	ACTN4
group_61	KALRN
group_61	TRIO
group_6200	KLDC1
group_6202	KMT5A
group_6203	F168B
group_6204	PLPR5
group_6205	MRP5
group_6206	F118A
group_6207	RM39
group_6208	GPN3
group_6209	PANX2
group_620	KIRR3
group_6210	TT39B
group_6211	ZDH14
group_6212	HAKAI
group_6213	HAGHL
group_6213	CIAO3
group_6214	ZN318
group_6215	EIF3E
group_6216	STXB6
group_6218	COX41
group_6219	CSF1
group_621	GANAB
group_622	KAT5
group_623	PHRF1
group_624	PREB
group_625	RIPR1
group_625	RIPR2
group_626	AP3M2
group_626	AP3M1
group_627	ZSWM6
group_627	ZSWM5
group_627	ZSWM4
group_628	JMJD8
group_628	CHIP
group_62	HDAC5
group_62	HDAC9
group_62	HDAC4
group_62	HDAC7
group_63	RPGF5
group_63	RPGF4
group_644	RBG10
group_644	RBGP1
group_644	RBG1L
group_645	NR2C2
group_645	NR2C1
group_646	UBR5
group_647	HDGR2
group_649	CEP63
group_64	MTREX
group_64	SKIV2
group_650	DYN3
group_650	DYN1
group_650	DYN2
group_651	GAPD1
group_652	CCAR1
group_653	NAA15
group_653	NAA16
group_654	BGAL
group_655	BTAF1
group_656	SMG5
group_657	SYNJ2
group_657	SYNJ1
group_658	ZDH13
group_658	ZDH17
group_659	AP3B2
group_659	AP3B1
group_660	MBB1A
group_662	IQEC1
group_662	IQEC2
group_663	MCF2L
group_664	PKHA5
group_665	CLCN2
group_666	EFR3A
group_666	EFR3B
group_667	F135A
group_668	LRRC7
group_668	ERBIN
group_669	F184A
group_66	E41L1
group_66	GTDC1
group_66	E41L3
group_66	E41L2
group_66	EPB41
group_670	FKBP9
group_670	FKB10
group_6790	NECA2
group_6791	PICK1
group_6792	ZNT3
group_6793	KAD4
group_6794	BIVM
group_6795	COPB2
group_6796	DNJB5
group_6797	KCNK2
group_6798	PHAX
group_6799	MOAP1
group_67	SRBP2
group_67	SRBP1
group_6800	AVL9
group_6801	RN115
group_6802	RS15
group_6803	NOMO1
group_6804	REPS2
group_6805	S35E3
group_6806	CP46A
group_6807	CSK
group_6808	FBX9
group_6809	GGH
group_6810	TIP
group_6811	MEF2C
group_6812	R113A
group_6813	SHPS1
group_6815	INKA2
group_6816	GUAA
group_6817	CCNY
group_6818	COPE
group_6819	KLH12
group_6820	CC149
group_6821	MAN1
group_6822	SYDC
group_6823	PTPRR
group_6824	GOLI
group_6825	EIF3L
group_6826	MEGF9
group_6828	RN103
group_6829	RHBT2
group_6830	ZMAT4
group_6831	QORL1
group_6832	METK2
group_6833	FBX21
group_6834	TCAL9
group_6835	FBX31
group_6836	CAH10
group_6837	SDF2
group_6837	SPT6H
group_6838	CBR1
group_6838	CBR3
group_6840	IF5
group_6841	MGAT2
group_6843	CCD47
group_6844	SYFA
group_6845	RBP1
group_6846	CXB6
group_6847	PPM1E
group_6848	RFESD
group_6849	SCRN3
group_6850	CACL1
group_6851	S12A2
group_6852	TAD2B
group_6853	RAB30
group_6854	OLFL1
group_6855	RBM42
group_6856	SNPC2
group_6858	UCHL5
group_6859	CC106
group_6860	RS8
group_6860	RS8B
group_6861	AS3MT
group_6862	NSE4A
group_6863	RRFM
group_6864	SSBP3
group_6865	LS14B
group_6866	NUP50
group_6867	LARP7
group_6868	DHB7
group_6869	TTYH3
group_6871	SUSD4
group_6873	FBX22
group_6874	KAT6B
group_6876	RNF8
group_6877	DHCR7
group_6879	SNW1
group_6880	ARI1
group_6881	LZTR1
group_6882	RMD3
group_6883	AAK1
group_6884	ACM1
group_6885	AMPH
group_6886	DBNL
group_6887	KAD4
group_6888	TAF9
group_6889	OAT
group_6890	CLPT1
group_6891	JKAMP
group_6892	KCMF1
group_6893	NPTN
group_6894	GGA2
group_6895	UFD1
group_6896	ANKY2
group_6897	CT194
group_6898	ID2
group_6899	AMRP
group_689	EP15R
group_689	EPS15
group_6900	TPM1
group_6901	SMCR8
group_6902	MOB2
group_6903	FCRL2
group_6904	RPP14
group_6906	PRS23
group_6908	SNPC1
group_6909	TICN3
group_690	P85B
group_690	P85A
group_690	P55G
group_6910	IWS1
group_6911	RSU1
group_6912	GID4
group_6914	GNB5
group_6915	IFT52
group_6916	TEFF1
group_6917	KLDC2
group_6919	OGA
group_691	STAG2
group_691	STAG1
group_691	STAG3
group_6920	ZBT25
group_6921	LANC1
group_6922	5NT3A
group_6923	T184B
group_6924	A4
group_6927	MBTP2
group_6928	MAP11
group_6929	U2AFL
group_6929	U2AFM
group_692	MGAP
group_6930	CCDB1
group_6931	BPHL
group_6933	CBX3
group_6934	P52K
group_6935	PEBP1
group_6936	CPEB3
group_6938	TPPC1
group_6939	GDN
group_693	ELYS
group_6940	NR1D1
group_6941	RM38
group_6942	PURA2
group_6942	PURA1
group_6943	TF3C3
group_6944	MGLL
group_6945	ZN426
group_6946	WASH1
group_6948	SP3
group_6949	NOA1
group_694	SPB6
group_6950	CMPK2
group_6951	TROP
group_6952	ITPK1
group_6953	MAK16
group_6954	WBP11
